airport_id,code,name,city,state,statename,lat,lng
629,MGM,Montgomery Regional Airport,Montgomery,AL,Alabama,32.3049,-86.3909
20,GJT,Walker Field Airport,Grand Junction,CO,Colorado,39.1217,-108.529
635,SCM,Scammon Bay,Scammon Bay,AK,Alaska,61.8425,-165.58
943,TLJ,Tatalina LRRS Airport,McGrath,AK,Alaska,62.895031,-155.977011
571,CKB,Benedum Airport,Clarksburg,WV,West Virginia,39.2967,-80.2314
13891,ONT,Ontario International Airport,Ontario,CA,California,34.062,-117.594
37,NNL,Nondalton,Nondalton,AK,Alaska,59.9717,-154.847
357,SCK,Stockton Metropolitan Airport,Stockton,CA,California,37.8973,-121.253
249,IWD,Gogebic-Iron County Airport,Ironwood,MI,Michigan,46.5208,-90.1344
425,ZTV,Louisville International Airport,Louisville,KY,Kentucky,38.1865,-85.7462
48,STC,St Cloud Regional Airport,St. Cloud,MN,Minnesota,45.5463,-94.066
13244,MEM,Memphis International Airport,Memphis,TN,Tennessee,35.047,-89.9823
753,ISN,Sloulin Field International Airport,Williston,ND,North Dakota,48.1767,-103.631
886,KPY,Port Bailey,Port Bailey,AK,Alaska,58.743,-154.96
624,CEM,Central Airport,Circle,AK,Alaska,65.6121,-144.674
707,HOB,Lea County Regional Airport,Hobbs,NM,New Mexico,32.6929,-103.215
390,AVP,Wilkes Barre Scranton International Airport,Pittston,PA,Pennsylvania,41.3354,-75.7294
978,BRW,Wiley Post Will Rogers Memorial Airport,Barrow,AK,Alaska,71.2892,-156.772
784,HNM,Hana Airport,Hana,HI,Hawaii,20.7944,-156.015
960,PTA,Port Alsworth,Port Alsworth,AK,Alaska,60.3956,-154.494
