airport_id,code,name,city,state,statename,lat,lng
659,CWA,Central Wisconsin Airport,Mosinee,WI,Wisconsin,44.7846,-89.6704
470,CYF,Chefornak Airport,Chefornak,AK,Alaska,60.1558,-164.273
147,CYS,Cheyenne Airport,Cheyenne,WY,Wyoming,41.1527,-104.819
272,CZN,Chisana Airport,Gakona,AK,Alaska,62.0833,-142.05
992,DAB,Daytona Beach International Airport,Daytona Beach,FL,Florida,29.1874,-81.0615
763,DAY,James M Cox Dayton International Airport,Dayton,OH,Ohio,39.8968,-84.2207
974,DBQ,Dubuque Regional Airport,Dubuque,IA,Iowa,42.4047,-90.7037
270,DDC,Dodge City Regional Airport,Dodge City,KS,Kansas,37.7573,-99.9697
765,DEC,Decatur Airport,Decatur,IL,Illinois,39.8335,-88.8773
598,DHN,Dothan Airport,Dothan,AL,Alabama,31.3144,-85.4487
409,DIK,Dickinson Municipal Airport,Dickinson,ND,North Dakota,46.8035,-102.802
925,DLG,Dillingham Municipal Airport,Dillingham,AK,Alaska,59.0445,-158.513
881,DLH,Duluth International Airport,Duluth,MN,Minnesota,46.838,-92.1781
142,DRG,Deering Airport,Deering,AK,Alaska,66.0833,-162.767
522,DRO,Durango la Plata County Airport,Durango,CO,Colorado,37.1595,-107.751
506,DRT,Del Rio International Airport,Del Rio,TX,Texas,29.3702,-100.918
94,DSM,Des Moines International Airport,Des Moines,IA,Iowa,41.5328,-93.6481
49,DUJ,Du Bois Jefferson County Airport,Reynoldsville,PA,Pennsylvania,41.1833,-78.8953
113,DUT,Unalaska Airport,Unalaska,AK,Alaska,53.896,-166.535
157,DVL,Devils Lake Municipal Airport,Devils Lake,ND,North Dakota,48.108,-98.9037
643,EAA,Eagle Airport,Tok,AK,Alaska,64.7667,-141.15
958,EAR,Kearney Municipal Airport,Kearney,NE,Nebraska,40.7236,-99.0151
812,EAT,Pangborn Memorial Airport,East Wenatchee,WA,Washington,47.4048,-120.21
697,EAU,Eau Claire County Airport,Eau Claire,WI,Wisconsin,44.8625,-91.4826
956,EDA,Edna Bay Seaplane Base,Ketchikan,AK,Alaska,55.9503,-133.656
611,EEK,Eek Airport,Eek,AK,Alaska,60.2167,-162.017
66,EGE,Eagle County Regional Airport,Gypsum,CO,Colorado,39.6395,-106.912
395,EGV,Eagle River Union Airport,Eagle River,WI,Wisconsin,45.932,-89.2599
391,EGX,Egegik Airport,Egegik,AK,Alaska,58.2101,-157.366
828,EKO,Elko Municipal Airport-J C Harris Field,Elko,NV,Nevada,40.829,-115.78
480,ELI,Elim Airport,Elim,AK,Alaska,64.6167,-162.267
542,ELM,Elmira Corning Regional Airport,Horseheads,NY,New York,42.1633,-76.8973
258,ELP,El Paso International Airport,El Paso,TX,Texas,31.7982,-106.393
567,ELV,Elfin Cove Airport,Elfin Cove,AK,Alaska,58.1833,-136.317
12,ELY,Yelland Field Airport,Ely,NV,Nevada,39.3043,-114.853
830,EMK,Emmonak Airport,Alakanuk,AK,Alaska,62.785,-164.491
739,ENA,Kenai Municipal Airport,Kenai,AK,Alaska,60.5651,-151.244
118,ENW,Kenosha Regional Airport,Kenosha,WI,Wisconsin,42.5934,-87.9299
699,ERI,Erie International Airport,Erie,PA,Pennsylvania,42.0829,-80.1824
936,ESC,Delta County Airport,Escanaba,MI,Michigan,45.718,-87.0942
769,ESD,Orcas Island Airport,Eastsound,WA,Washington,48.7073,-122.909
899,EUG,Mahlon Sweet Field Airport,Eugene,OR,Oregon,44.1184,-123.213
788,EVV,Evansville Regional Airport,Evansville,IN,Indiana,38.0464,-87.5308
657,EWB,New Bedford Municipal Airport,New Bedford,MA,Massachusetts,41.6735,-70.9579
955,EWD,Wildman Lake,Wildman Lake,AK,Alaska,61.1021,-149.924
998,EWN,Craven County Regional Airport,New Bern,NC,North Carolina,35.0786,-77.0343
446,EYW,Key West International Airport,Key West,FL,Florida,24.5536,-81.7551
162,FAI,Fairbanks International Airport,Fairbanks,AK,Alaska,64.8183,-147.866
908,FAR,Hector International Airport,Fargo,ND,North Dakota,46.9195,-96.8243
4,FAT,Fresno Yosemite International Airport,Fresno,CA,California,36.7675,-119.717
740,FAY,Fayetteville Regional Airport,Fayetteville,NC,North Carolina,34.9914,-78.8889
737,FCA,Glacier Park International Airport,Kalispell,MT,Montana,48.3075,-114.252
849,FKL,Chess Lamberton Airport,Franklin,PA,Pennsylvania,41.3766,-79.8573
513,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,Arizona,35.139,-111.675
183,FLO,Florence Regional Airport,Florence,SC,South Carolina,34.1936,-79.7289
520,FMN,Four Corners Regional Airport,Farmington,NM,New Mexico,36.7387,-108.227
109,FMY,Page Field Airport,Fort Myers,FL,Florida,26.5815,-81.862
641,FNL,Fort Collins Loveland Municipal Airport,Loveland,CO,Colorado,40.4505,-105.008
306,FNT,Bishop International Airport,Flint,MI,Michigan,42.9756,-83.7411
999,FOD,Fort Dodge Regional Airport,Fort Dodge,IA,Iowa,42.5523,-94.1819
796,FRD,Friday Harbor Airport,Friday Harbor,WA,Washington,48.5252,-123.027
894,FSD,Sioux Falls Regional Airport,Sioux Falls,SD,South Dakota,43.5813,-96.7317
973,FSM,Smith Field Airport,Fort Smith,AR,Arkansas,36.1881,-94.4944
834,FWA,Fort Wayne Municipal Airport-Baer Field,Fort Wayne,IN,Indiana,40.9883,-85.1899
383,FYU,Fort Yukon Airport,Fort Yukon,AK,Alaska,66.5714,-145.25
798,GAL,Galena Airport,Galena,AK,Alaska,64.7404,-156.931
166,GAM,Gambell Airport,Gambell,AK,Alaska,63.7667,-171.738
553,GBD,Great Bend Municipal Airport,Great Bend,KS,Kansas,38.352,-98.853
544,GCC,Gillette Campbell County Airport,Gillette,WY,Wyoming,44.3465,-105.533
1,GCK,Garden City Regional Airport,Pierceville,KS,Kansas,37.9267,-100.719
614,GEG,Spokane International Airport,Spokane,WA,Washington,47.625,-117.538
332,GFK,Grand Forks Mark Andrews International Airport,Grand Forks,ND,North Dakota,47.9494,-97.1762
501,GGG,Gregg County Airport,Longview,TX,Texas,32.3874,-94.7194
20,GJT,Walker Field Airport,Grand Junction,CO,Colorado,39.1217,-108.529
808,GLH,Mid Delta Regional Airport,Greenville,MS,Mississippi,33.4819,-90.9903
372,GLV,Golovin,Golovin,AK,Alaska,64.5433,-163.033
315,GNU,Goodnews Bay,Goodnews Bay,AK,Alaska,59.1218,-161.588
246,GNV,Gainesville Regional Airport,Gainesville,FL,Florida,29.6861,-82.277
60,GPT,Gulfport Biloxi Regional Airport,Gulfport,MS,Mississippi,30.4133,-89.072
247,GRB,Austin Straubel International Airport,Green Bay,WI,Wisconsin,44.4923,-88.1274
865,GRK,Killeen-Fort Hood Regional Airport,Killeen,TX,Texas,31.0615,-97.8206
933,GRR,Gerald R. Ford International Airport,Grand Rapids,MI,Michigan,42.8841,-85.5307
88,GSO,Triad International Airport,Greensboro,NC,North Carolina,36.1038,-79.9427
750,GSP,Greenville Spartanburg International Airport,Greer,SC,South Carolina,34.8907,-82.2167
498,GST,Gustavus Airport,Gustavus,AK,Alaska,58.4246,-135.707
71,GTF,Great Falls International Airport,Great Falls,MT,Montana,47.482,-111.356
546,GTR,Golden Triangle Regional Airport,Columbus,MS,Mississippi,33.4516,-88.5876
129,GUC,Gunnison County Airport,Gunnison,CO,Colorado,38.5356,-106.941
132,GUM,Antonio B Won Pat International Airport,HagՂtձa,GU,Guam,13.4833,144.796
676,HAE,Havasupai,Havasupai,AZ,Arizona,36.2306,-112.669
487,HCR,Holy Cross,Holy Cross,AK,Alaska,62.2016,-159.77
563,HDN,Yampa Valley Airport,Hayden,CO,Colorado,40.485,-107.219
170,HHH,Hilton Head Airport,Hilton Head Island,SC,South Carolina,32.2267,-80.6989
906,HIB,Chisholm Hibbing Airport,Hibbing,MN,Minnesota,47.3934,-92.8418
541,HKB,Healy Lake Airport,Healy Lake,AK,Alaska,63.8667,-148.967
622,HLN,Helena Regional Airport,Helena,MT,Montana,46.6104,-111.99
434,HNH,Hoonah Airport,Hoonah,AK,Alaska,58.0966,-135.41
784,HNM,Hana Airport,Hana,HI,Hawaii,20.7944,-156.015
938,HNS,Haines Airport,Haines,AK,Alaska,59.2439,-135.524
707,HOB,Lea County Regional Airport,Hobbs,NM,New Mexico,32.6929,-103.215
206,HOM,Homer Airport,Homer,AK,Alaska,59.6408,-151.499
731,HON,Howes,Huron,SD,South Dakota,44.3833,-98.2333
844,HPB,Hooper Bay Airport,Hooper Bay,AK,Alaska,61.5262,-166.142
688,HPN,Westchester County Airport,Purchase,NY,New York,41.0693,-73.7042
971,HRL,Grande Valley International Airport,Harlingen,TX,Texas,26.2216,-97.663
877,HSL,Huslia,Huslia,AK,Alaska,65.7024,-156.387
449,HSV,Huntsville International Airport,Huntsville,AL,Alabama,34.6492,-86.7767
530,HTS,Tri State Walker Long Field Airport,Huntington,WV,West Virginia,38.37,-82.5542
463,HUS,Hughes,Hughes,AK,Alaska,66.0443,-154.258
124,HVN,Tweed New Haven Airport,East Haven,CT,Connecticut,41.2709,-72.89
254,HVR,Havre City-County Airport,Havre,MT,Montana,48.5461,-109.773
231,HYA,Barnstable Boardman Polando Airport,Hyannis,MA,Massachusetts,41.6667,-70.2863
940,HYG,Hydaburg,Hydaburg,AK,Alaska,55.205,-132.822
347,HYL,SPB,Hollis,AK,Alaska,55.4833,-132.65
22,HYS,Hays Municipal Airport,Hays,KS,Kansas,38.8546,-99.2737
568,IAG,Niagara Falls International Airport,Niagara Falls,NY,New York,43.1,-78.9423
972,IAN,Kiana,Kiana,AK,Alaska,66.9699,-160.429
967,ICT,Wichita Mid-Continent Airport,Wichita,KS,Kansas,37.6531,-97.43
8,IDA,Fanning Field Airport,Idaho Falls,ID,Idaho,43.5147,-112.068
73,IFP,Laughlin-Bullhead International Airport,Bullhead City,AZ,Arizona,35.1657,-114.557
725,IGG,Igiugig,Igiugig,AK,Alaska,59.3167,-155.9
647,IGM,Kingman Airport,Kingman,AZ,Arizona,35.2692,-113.957
61,IKO,Nikolski,Nikolski,AK,Alaska,52.9389,-168.868
874,ILI,Iliamna Airport,Iliamna,AK,Alaska,59.7555,-154.918
70,ILM,Wilmington International Airport,Wilmington,NC,North Carolina,34.2668,-77.912
872,ILN,Airborne Airpark,Wilmington,OH,Ohio,39.4348,-83.7982
339,IMT,Ford Airport,Kingsford,MI,Michigan,45.8153,-88.1185
527,INL,Falls International Airport,International Falls,MN,Minnesota,48.5661,-93.3978
244,INT,Smith Reynolds Airport,Winston-Salem,NC,North Carolina,36.1361,-80.2294
286,IPL,Imperial County Airport,Imperial,CA,California,32.8332,-115.57
686,IPT,Williamsport-Lycoming County Airport,Montoursville,PA,Pennsylvania,41.2441,-76.9276
767,IRC,Circle,Circle,AK,Alaska,65.8245,-144.063
220,IRM,Irma,Irma,WI,Wisconsin,45.3517,-89.6665
753,ISN,Sloulin Field International Airport,Williston,ND,North Dakota,48.1767,-103.631
136,ISO,Kinston Jetport Stallings Airport,Kinston,NC,North Carolina,35.3243,-77.6115
585,ISP,Long Island Macarthur Airport,Ronkonkoma,NY,New York,40.7891,-73.0984
591,ITH,Tompkins County Airport,Ithaca,NY,New York,42.4898,-76.4627
