DayOfMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay,distance,flight_time
15,7,AS,792,13796,-68,1126,5724.425114422574,7.111
31,2,9E,342,332,372,338,1489.3221786415754,1.85
5,3,AS,342,109,762,1304,3661.994203798179,4.549
21,7,9E,13796,342,1970,1901,947.0295464431748,1.176
3,6,WN,792,332,1033,80,4249.405851578451,5.278
25,2,9E,332,792,561,1709,4249.405851578451,5.278
14,5,DL,109,342,358,208,3661.994203798179,4.549
18,1,UA,342,13796,506,1660,947.0295464431748,1.176
10,3,AA,13796,332,1365,760,2326.057237259234,2.889
22,1,UA,342,13796,1564,533,947.0295464431748,1.176
26,7,FL,13796,3,1588,1,3766.5306391462927,4.678
30,3,WN,13796,342,916,992,947.0295464431748,1.176
4,4,AA,13796,342,1827,811,947.0295464431748,1.176
12,3,MQ,13796,886,813,-4,3313.4138607753753,4.116
13,3,9E,342,13796,184,1043,947.0295464431748,1.176
17,4,US,792,342,13,372,5375.959018836008,6.678
19,3,AA,792,13796,344,1679,5724.425114422574,7.111
26,3,WN,792,342,1994,373,5375.959018836008,6.678
7,3,AA,886,109,1686,-94,6552.633501250248,8.139
22,6,HA,109,3,1391,1666,7279.162725889051,9.042
30,3,US,332,342,410,1130,1489.3221786415754,1.85
22,4,US,109,792,1548,1111,1757.5144378014597,2.183
7,4,VX,109,13796,612,1132,3967.0282495914184,4.927
27,1,AS,886,109,1075,760,6552.633501250248,8.139
20,6,US,886,109,1804,1709,6552.633501250248,8.139
7,5,OO,886,342,595,247,3029.839200755093,3.763
22,6,US,792,109,282,862,1757.5144378014597,2.183
8,7,HA,342,792,503,0,5375.959018836008,6.678
16,5,EV,332,13796,1765,1597,2326.057237259234,2.889
7,6,VX,342,109,1924,1536,3661.994203798179,4.549
21,6,DL,13796,3,336,1641,3766.5306391462927,4.678
26,6,YV,13796,3,105,920,3766.5306391462927,4.678
15,2,YV,3,332,1199,1712,4674.552336619661,5.806
29,5,WN,109,342,1726,551,3661.994203798179,4.549
15,3,MQ,342,886,1035,1884,3029.839200755093,3.763
9,4,EV,342,13796,1070,860,947.0295464431748,1.176
11,5,EV,792,3,466,517,8915.228993127932,11.074
23,2,HA,13796,886,163,1599,3313.4138607753753,4.116
18,4,WN,886,792,155,747,8143.046916192439,10.115
13,7,DL,3,886,1458,1853,846.0814777372083,1.051
10,7,VX,332,792,1616,803,4249.405851578451,5.278
9,4,OO,886,13796,18,1492,3313.4138607753753,4.116
22,7,VX,792,342,576,1814,5375.959018836008,6.678
18,1,VX,13796,109,11,243,3967.0282495914184,4.927
5,7,YV,342,886,644,105,3029.839200755093,3.763
11,2,YV,792,886,1238,1282,8143.046916192439,10.115
9,7,WN,3,886,933,235,846.0814777372083,1.051
24,5,AA,886,332,1333,818,3893.6439113504675,4.836
25,6,AA,342,332,27,912,1489.3221786415754,1.85
20,2,MQ,13796,332,417,1839,2326.057237259234,2.889
19,2,YV,342,332,949,1410,1489.3221786415754,1.85
20,6,B6,13796,109,570,1174,3967.0282495914184,4.927
1,3,VX,332,109,1524,712,2721.448309465295,3.38
23,7,MQ,332,109,317,1135,2721.448309465295,3.38
20,7,B6,3,342,68,1322,3665.1453832726484,4.552
22,3,EV,109,886,1972,1297,6552.633501250248,8.139
27,4,B6,332,886,1675,1383,3893.6439113504675,4.836
23,2,WN,342,886,621,1006,3029.839200755093,3.763
25,4,YV,109,3,1684,999,7279.162725889051,9.042
27,1,9E,792,13796,1746,898,5724.425114422574,7.111
19,5,VX,3,886,1277,17,846.0814777372083,1.051
6,4,HA,886,792,1353,958,8143.046916192439,10.115
29,5,9E,792,3,-59,682,8915.228993127932,11.074
24,4,OO,332,13796,884,1850,2326.057237259234,2.889
16,4,DL,342,3,281,1105,3665.1453832726484,4.552
23,2,AS,13796,886,1411,1838,3313.4138607753753,4.116
12,4,US,109,3,1341,1758,7279.162725889051,9.042
9,2,B6,792,3,688,1192,8915.228993127932,11.074
18,7,FL,332,342,684,786,1489.3221786415754,1.85
9,6,AS,342,886,311,695,3029.839200755093,3.763
12,2,AS,792,13796,-43,418,5724.425114422574,7.111
2,5,AS,792,332,417,1910,4249.405851578451,5.278
19,3,OO,332,3,1860,1704,4674.552336619661,5.806
31,1,9E,792,13796,1856,367,5724.425114422574,7.111
13,4,EV,3,332,119,521,4674.552336619661,5.806
31,3,EV,13796,109,916,385,3967.0282495914184,4.927
20,5,MQ,109,886,1458,1745,6552.633501250248,8.139
28,5,WN,886,792,1150,146,8143.046916192439,10.115
4,7,HA,109,342,764,983,3661.994203798179,4.549
6,2,FL,342,332,207,541,1489.3221786415754,1.85
15,6,OO,332,886,1092,33,3893.6439113504675,4.836
23,3,YV,13796,792,191,856,5724.425114422574,7.111
19,6,HA,792,342,1641,370,5375.959018836008,6.678
21,2,9E,109,13796,482,192,3967.0282495914184,4.927
26,3,AS,332,13796,1698,409,2326.057237259234,2.889
10,6,VX,886,342,1015,1949,3029.839200755093,3.763
15,1,AA,109,886,1669,1220,6552.633501250248,8.139
1,1,MQ,109,792,-16,1003,1757.5144378014597,2.183
25,7,FL,109,332,1827,1711,2721.448309465295,3.38
19,4,OO,792,13796,273,1825,5724.425114422574,7.111
11,3,B6,792,886,558,1250,8143.046916192439,10.115
16,3,VX,886,342,50,1762,3029.839200755093,3.763
9,3,B6,332,792,1555,-96,4249.405851578451,5.278
15,4,AA,342,109,668,1381,3661.994203798179,4.549
21,4,AA,109,886,733,993,6552.633501250248,8.139
30,3,YV,109,13796,1885,397,3967.0282495914184,4.927
20,7,MQ,332,342,548,1172,1489.3221786415754,1.85
18,4,EV,109,332,820,364,2721.448309465295,3.38
21,7,F9,886,332,1941,1095,3893.6439113504675,4.836
9,4,OO,109,342,1834,898,3661.994203798179,4.549
5,4,HA,886,109,1981,459,6552.633501250248,8.139
9,7,WN,3,332,1292,1979,4674.552336619661,5.806
10,6,AS,792,332,1905,508,4249.405851578451,5.278
16,3,US,886,109,1445,1765,6552.633501250248,8.139
23,2,VX,792,13796,856,1582,5724.425114422574,7.111
24,4,VX,332,792,1481,523,4249.405851578451,5.278
5,5,US,886,332,311,1703,3893.6439113504675,4.836
30,4,DL,332,109,490,1579,2721.448309465295,3.38
5,1,OO,3,342,985,1286,3665.1453832726484,4.552
13,6,EV,109,342,1245,1456,3661.994203798179,4.549
23,7,OO,792,342,47,180,5375.959018836008,6.678
22,3,MQ,13796,342,270,1677,947.0295464431748,1.176
23,7,B6,332,342,1717,581,1489.3221786415754,1.85
29,1,AA,342,792,1228,129,5375.959018836008,6.678
12,4,F9,792,3,900,1587,8915.228993127932,11.074
26,2,FL,109,342,617,223,3661.994203798179,4.549
20,6,MQ,109,886,1938,486,6552.633501250248,8.139
21,3,YV,13796,886,945,-62,3313.4138607753753,4.116
29,3,FL,3,886,202,1709,846.0814777372083,1.051
10,6,WN,792,109,924,1771,1757.5144378014597,2.183
7,4,OO,3,792,336,871,8915.228993127932,11.074
12,5,AS,886,109,1109,-11,6552.633501250248,8.139
13,3,DL,3,342,100,1934,3665.1453832726484,4.552
25,7,MQ,3,792,1343,797,8915.228993127932,11.074
20,3,F9,342,13796,297,61,947.0295464431748,1.176
2,5,UA,792,886,438,269,8143.046916192439,10.115
24,4,FL,792,3,722,441,8915.228993127932,11.074
29,3,9E,3,109,573,952,7279.162725889051,9.042
31,7,AS,3,886,1287,371,846.0814777372083,1.051
5,7,MQ,886,332,1527,1398,3893.6439113504675,4.836
1,3,B6,332,886,1762,1409,3893.6439113504675,4.836
22,3,VX,342,3,1421,343,3665.1453832726484,4.552
16,1,US,342,13796,806,158,947.0295464431748,1.176
30,6,AS,342,886,1572,377,3029.839200755093,3.763
31,1,AS,13796,332,1917,375,2326.057237259234,2.889
29,5,F9,332,13796,1491,1758,2326.057237259234,2.889
31,6,WN,792,342,532,1599,5375.959018836008,6.678
27,4,WN,342,332,1045,34,1489.3221786415754,1.85
7,4,YV,342,792,867,1385,5375.959018836008,6.678
12,5,UA,332,342,148,1530,1489.3221786415754,1.85
31,1,YV,792,13796,275,768,5724.425114422574,7.111
20,1,AA,342,3,1266,897,3665.1453832726484,4.552
7,1,HA,13796,109,784,854,3967.0282495914184,4.927
26,5,DL,792,13796,1035,492,5724.425114422574,7.111
9,7,FL,13796,109,350,5,3967.0282495914184,4.927
12,7,MQ,13796,332,1226,-36,2326.057237259234,2.889
2,2,WN,13796,792,365,160,5724.425114422574,7.111
25,3,B6,886,3,1751,1963,846.0814777372083,1.051
2,6,AS,13796,109,1776,27,3967.0282495914184,4.927
28,4,WN,332,886,342,1908,3893.6439113504675,4.836
3,1,US,342,886,507,169,3029.839200755093,3.763
20,6,US,13796,792,1460,1107,5724.425114422574,7.111
20,4,B6,886,109,368,780,6552.633501250248,8.139
29,2,WN,886,3,1288,1757,846.0814777372083,1.051
24,1,US,886,3,1648,1180,846.0814777372083,1.051
12,2,OO,342,792,174,273,5375.959018836008,6.678
3,4,B6,3,332,1426,432,4674.552336619661,5.806
19,5,US,109,332,400,1582,2721.448309465295,3.38
31,7,WN,792,342,110,1078,5375.959018836008,6.678
12,1,HA,109,792,533,1875,1757.5144378014597,2.183
12,7,UA,13796,332,370,1041,2326.057237259234,2.889
26,4,DL,109,13796,995,18,3967.0282495914184,4.927
23,7,AS,13796,792,1291,1337,5724.425114422574,7.111
28,2,VX,332,13796,185,481,2326.057237259234,2.889
1,1,HA,342,3,1440,1619,3665.1453832726484,4.552
6,3,AS,886,792,1228,247,8143.046916192439,10.115
6,7,AA,332,13796,234,1014,2326.057237259234,2.889
14,4,YV,886,342,1596,1018,3029.839200755093,3.763
4,3,WN,13796,109,354,1060,3967.0282495914184,4.927
19,4,AS,342,3,86,803,3665.1453832726484,4.552
2,1,HA,886,109,1134,765,6552.633501250248,8.139
25,3,AS,3,13796,1243,391,3766.5306391462927,4.678
24,4,FL,332,886,429,1457,3893.6439113504675,4.836
8,5,UA,109,342,195,1526,3661.994203798179,4.549
2,4,DL,3,342,1783,218,3665.1453832726484,4.552
19,4,VX,3,792,1610,1085,8915.228993127932,11.074
1,3,FL,332,886,1784,1382,3893.6439113504675,4.836
28,1,MQ,332,886,1684,1540,3893.6439113504675,4.836
13,7,AS,109,332,1290,807,2721.448309465295,3.38
3,5,B6,792,13796,1988,694,5724.425114422574,7.111
12,6,F9,3,792,867,321,8915.228993127932,11.074
7,2,F9,13796,792,208,625,5724.425114422574,7.111
16,4,YV,3,342,1223,1194,3665.1453832726484,4.552
3,4,YV,13796,886,1140,1025,3313.4138607753753,4.116
12,5,EV,109,332,1171,1791,2721.448309465295,3.38
2,3,AS,886,332,214,269,3893.6439113504675,4.836
17,4,YV,109,3,68,1742,7279.162725889051,9.042
21,2,US,3,109,1848,1953,7279.162725889051,9.042
15,1,US,13796,332,245,1966,2326.057237259234,2.889
2,2,YV,342,13796,1699,550,947.0295464431748,1.176
30,3,VX,792,3,1574,1285,8915.228993127932,11.074
2,7,US,342,109,169,1250,3661.994203798179,4.549
22,4,AS,332,109,932,515,2721.448309465295,3.38
19,6,F9,792,332,1332,1170,4249.405851578451,5.278
22,4,F9,342,3,247,1168,3665.1453832726484,4.552
21,7,US,109,886,423,282,6552.633501250248,8.139
14,5,UA,342,3,-26,1385,3665.1453832726484,4.552
31,2,US,792,13796,1891,686,5724.425114422574,7.111
5,1,AS,13796,3,314,1979,3766.5306391462927,4.678
27,6,AA,3,109,1279,436,7279.162725889051,9.042
5,2,FL,109,886,578,1692,6552.633501250248,8.139
12,6,MQ,332,886,1719,1067,3893.6439113504675,4.836
26,4,MQ,3,342,879,1167,3665.1453832726484,4.552
29,7,HA,3,886,1406,1704,846.0814777372083,1.051
25,4,WN,886,792,563,717,8143.046916192439,10.115
5,7,9E,3,109,113,1868,7279.162725889051,9.042
18,1,B6,3,792,1067,243,8915.228993127932,11.074
9,4,F9,3,13796,1691,275,3766.5306391462927,4.678
29,3,DL,13796,886,1599,118,3313.4138607753753,4.116
12,2,VX,886,109,234,1435,6552.633501250248,8.139
11,1,US,13796,332,498,463,2326.057237259234,2.889
30,7,OO,332,792,468,1821,4249.405851578451,5.278
1,1,DL,886,109,948,783,6552.633501250248,8.139
18,6,WN,3,13796,355,1080,3766.5306391462927,4.678
4,1,MQ,13796,792,1619,1772,5724.425114422574,7.111
27,4,DL,332,3,890,488,4674.552336619661,5.806
1,5,UA,792,886,885,1606,8143.046916192439,10.115
22,1,UA,13796,342,177,1978,947.0295464431748,1.176
18,1,VX,3,109,1825,78,7279.162725889051,9.042
12,3,DL,342,886,1362,176,3029.839200755093,3.763
24,6,B6,792,13796,1261,446,5724.425114422574,7.111
18,3,FL,332,792,1803,1860,4249.405851578451,5.278
26,2,EV,342,13796,1774,51,947.0295464431748,1.176
2,7,HA,792,13796,71,1192,5724.425114422574,7.111
13,7,OO,792,109,937,49,1757.5144378014597,2.183
7,3,UA,3,342,95,1259,3665.1453832726484,4.552
26,3,WN,792,332,1538,1701,4249.405851578451,5.278
6,4,OO,886,792,1404,992,8143.046916192439,10.115
24,4,EV,3,332,1663,639,4674.552336619661,5.806
11,1,EV,109,792,1243,1110,1757.5144378014597,2.183
20,6,WN,792,886,582,1718,8143.046916192439,10.115
2,6,UA,792,886,1681,1024,8143.046916192439,10.115
3,6,VX,342,332,1388,555,1489.3221786415754,1.85
28,5,YV,332,13796,42,417,2326.057237259234,2.889
25,6,UA,332,13796,1383,1468,2326.057237259234,2.889
20,2,YV,109,332,1419,1423,2721.448309465295,3.38
19,2,UA,886,332,1530,1187,3893.6439113504675,4.836
8,1,DL,342,792,662,1944,5375.959018836008,6.678
30,5,B6,109,886,972,966,6552.633501250248,8.139
7,5,AS,342,886,1911,719,3029.839200755093,3.763
28,1,YV,332,13796,607,1723,2326.057237259234,2.889
31,7,US,332,342,1323,165,1489.3221786415754,1.85
10,3,FL,109,3,613,1380,7279.162725889051,9.042
4,2,F9,109,13796,869,1923,3967.0282495914184,4.927
18,5,UA,332,792,1814,431,4249.405851578451,5.278
3,3,VX,109,332,1860,1582,2721.448309465295,3.38
27,5,EV,3,886,413,1198,846.0814777372083,1.051
15,4,UA,342,332,425,645,1489.3221786415754,1.85
14,5,AA,3,13796,408,526,3766.5306391462927,4.678
6,3,MQ,792,13796,1317,1063,5724.425114422574,7.111
9,2,9E,3,332,412,1140,4674.552336619661,5.806
3,5,FL,109,3,531,601,7279.162725889051,9.042
24,5,US,342,109,68,16,3661.994203798179,4.549
31,6,9E,332,3,763,1606,4674.552336619661,5.806
1,4,AS,109,342,1137,1878,3661.994203798179,4.549
13,3,YV,13796,342,198,145,947.0295464431748,1.176
14,4,YV,13796,886,735,1293,3313.4138607753753,4.116
11,7,US,109,13796,1314,1533,3967.0282495914184,4.927
17,5,B6,13796,792,1207,890,5724.425114422574,7.111
9,4,MQ,886,332,477,296,3893.6439113504675,4.836
31,4,WN,332,792,916,554,4249.405851578451,5.278
30,5,US,3,792,677,552,8915.228993127932,11.074
15,4,AS,886,109,1937,-6,6552.633501250248,8.139
17,4,MQ,332,886,781,1345,3893.6439113504675,4.836
10,4,OO,332,3,1070,-67,4674.552336619661,5.806
14,2,9E,3,332,1398,1551,4674.552336619661,5.806
13,1,HA,792,332,1384,1082,4249.405851578451,5.278
17,4,9E,332,886,386,427,3893.6439113504675,4.836
12,7,US,332,886,1397,490,3893.6439113504675,4.836
17,4,AA,13796,109,85,59,3967.0282495914184,4.927
11,7,OO,13796,342,1771,510,947.0295464431748,1.176
5,3,US,109,3,565,1509,7279.162725889051,9.042
27,3,US,109,342,1977,1987,3661.994203798179,4.549
23,5,AS,109,886,1845,-32,6552.633501250248,8.139
22,1,WN,792,3,1160,9,8915.228993127932,11.074
9,6,MQ,109,886,110,1867,6552.633501250248,8.139
21,6,VX,13796,109,505,892,3967.0282495914184,4.927
31,6,B6,332,109,681,-23,2721.448309465295,3.38
14,2,WN,886,792,735,1580,8143.046916192439,10.115
30,4,AA,109,3,465,749,7279.162725889051,9.042
22,4,VX,109,792,1185,609,1757.5144378014597,2.183
11,5,UA,886,109,982,1883,6552.633501250248,8.139
9,5,AS,13796,3,821,1119,3766.5306391462927,4.678
23,2,OO,3,792,1198,1865,8915.228993127932,11.074
30,7,9E,792,109,1078,399,1757.5144378014597,2.183
18,4,VX,109,342,1313,499,3661.994203798179,4.549
10,6,EV,792,332,1318,1711,4249.405851578451,5.278
24,4,HA,342,792,727,1010,5375.959018836008,6.678
9,2,B6,109,342,880,893,3661.994203798179,4.549
29,5,MQ,332,342,853,115,1489.3221786415754,1.85
11,6,OO,332,886,311,463,3893.6439113504675,4.836
30,2,WN,332,109,1848,1855,2721.448309465295,3.38
25,3,US,342,13796,1069,142,947.0295464431748,1.176
21,5,MQ,3,332,52,617,4674.552336619661,5.806
30,1,VX,886,13796,1929,663,3313.4138607753753,4.116
29,1,DL,342,792,1122,339,5375.959018836008,6.678
15,6,OO,792,3,449,1965,8915.228993127932,11.074
7,7,B6,886,792,1254,565,8143.046916192439,10.115
21,3,FL,342,886,-43,1280,3029.839200755093,3.763
19,6,HA,3,792,618,1560,8915.228993127932,11.074
17,3,EV,3,886,1541,290,846.0814777372083,1.051
16,3,MQ,13796,3,-73,968,3766.5306391462927,4.678
15,7,9E,886,13796,1250,1136,3313.4138607753753,4.116
19,1,9E,109,342,1372,867,3661.994203798179,4.549
4,4,AS,332,342,554,1560,1489.3221786415754,1.85
30,6,AS,342,109,380,1108,3661.994203798179,4.549
8,2,F9,792,109,1858,527,1757.5144378014597,2.183
20,3,WN,886,342,1828,794,3029.839200755093,3.763
22,7,EV,3,13796,1729,1381,3766.5306391462927,4.678
4,1,HA,332,109,513,573,2721.448309465295,3.38
15,1,HA,792,109,1902,272,1757.5144378014597,2.183
26,1,YV,109,886,440,1601,6552.633501250248,8.139
2,5,YV,886,109,1162,-11,6552.633501250248,8.139
27,1,HA,886,792,199,85,8143.046916192439,10.115
23,1,AA,886,792,182,1833,8143.046916192439,10.115
14,2,F9,332,792,1621,1433,4249.405851578451,5.278
28,4,VX,886,3,228,444,846.0814777372083,1.051
4,2,VX,342,792,421,812,5375.959018836008,6.678
25,1,AS,3,332,1796,1637,4674.552336619661,5.806
27,2,MQ,109,886,1786,1317,6552.633501250248,8.139
7,6,B6,13796,792,31,1617,5724.425114422574,7.111
8,2,EV,109,332,313,37,2721.448309465295,3.38
22,6,AA,886,109,902,81,6552.633501250248,8.139
8,5,HA,886,3,131,473,846.0814777372083,1.051
8,7,US,109,792,1213,870,1757.5144378014597,2.183
22,5,MQ,792,13796,1593,1130,5724.425114422574,7.111
18,5,FL,792,332,1649,1930,4249.405851578451,5.278
31,6,VX,332,792,1205,1605,4249.405851578451,5.278
10,4,FL,886,13796,1839,887,3313.4138607753753,4.116
10,7,F9,3,13796,1796,136,3766.5306391462927,4.678
31,4,F9,109,886,1490,894,6552.633501250248,8.139
11,6,EV,792,13796,1742,1419,5724.425114422574,7.111
24,7,HA,332,109,111,999,2721.448309465295,3.38
20,5,AA,886,342,198,670,3029.839200755093,3.763
24,6,HA,3,109,1863,755,7279.162725889051,9.042
10,1,HA,3,792,678,380,8915.228993127932,11.074
30,2,HA,342,886,1524,880,3029.839200755093,3.763
25,3,VX,109,792,1809,1371,1757.5144378014597,2.183
12,5,OO,792,3,1808,303,8915.228993127932,11.074
16,7,US,3,342,732,1418,3665.1453832726484,4.552
2,5,MQ,792,886,497,-34,8143.046916192439,10.115
30,5,WN,792,109,1109,524,1757.5144378014597,2.183
8,4,MQ,13796,792,1945,1282,5724.425114422574,7.111
31,6,OO,792,886,1787,589,8143.046916192439,10.115
6,2,OO,342,792,653,140,5375.959018836008,6.678
27,7,EV,109,332,98,-74,2721.448309465295,3.38
27,6,MQ,886,13796,178,518,3313.4138607753753,4.116
17,4,UA,332,13796,147,1879,2326.057237259234,2.889
1,1,WN,342,886,-52,-32,3029.839200755093,3.763
9,5,AS,109,342,-30,1957,3661.994203798179,4.549
22,4,FL,3,342,338,294,3665.1453832726484,4.552
8,2,9E,109,13796,1351,994,3967.0282495914184,4.927
3,3,VX,3,886,1780,896,846.0814777372083,1.051
10,6,EV,342,13796,29,282,947.0295464431748,1.176
13,5,OO,886,3,129,-62,846.0814777372083,1.051
3,4,WN,342,13796,1256,290,947.0295464431748,1.176
8,2,OO,109,332,1010,90,2721.448309465295,3.38
30,3,AA,332,342,634,1188,1489.3221786415754,1.85
19,2,VX,332,13796,215,1125,2326.057237259234,2.889
8,5,VX,13796,109,1258,1472,3967.0282495914184,4.927
5,7,EV,3,342,1951,1316,3665.1453832726484,4.552
14,2,EV,332,3,1295,1524,4674.552336619661,5.806
1,6,9E,3,792,1745,1909,8915.228993127932,11.074
18,4,WN,13796,792,660,1456,5724.425114422574,7.111
10,7,MQ,332,109,201,236,2721.448309465295,3.38
13,6,F9,792,13796,1495,1197,5724.425114422574,7.111
3,1,AS,792,332,1721,1374,4249.405851578451,5.278
4,2,EV,3,792,667,1665,8915.228993127932,11.074
18,5,WN,886,109,323,7,6552.633501250248,8.139
18,1,US,332,792,1477,-50,4249.405851578451,5.278
13,7,EV,792,886,894,594,8143.046916192439,10.115
6,2,9E,342,886,1133,999,3029.839200755093,3.763
3,2,WN,886,13796,1030,1624,3313.4138607753753,4.116
26,1,UA,792,886,930,910,8143.046916192439,10.115
16,5,HA,342,3,1775,338,3665.1453832726484,4.552
1,4,US,13796,792,1456,1249,5724.425114422574,7.111
14,7,F9,886,792,1130,1213,8143.046916192439,10.115
7,4,US,109,342,627,1531,3661.994203798179,4.549
24,6,OO,792,3,892,1234,8915.228993127932,11.074
27,7,VX,886,792,1395,366,8143.046916192439,10.115
19,5,FL,109,13796,10,1790,3967.0282495914184,4.927
15,7,AS,342,13796,183,1575,947.0295464431748,1.176
5,6,AS,342,886,891,934,3029.839200755093,3.763
23,4,VX,342,13796,202,1739,947.0295464431748,1.176
19,4,WN,109,886,50,1372,6552.633501250248,8.139
20,6,EV,342,109,347,916,3661.994203798179,4.549
12,2,AA,342,3,1536,1258,3665.1453832726484,4.552
4,1,B6,3,886,959,809,846.0814777372083,1.051
17,5,MQ,109,342,1725,1432,3661.994203798179,4.549
25,6,F9,886,3,1312,0,846.0814777372083,1.051
10,4,EV,886,332,375,480,3893.6439113504675,4.836
11,4,HA,792,3,1878,1326,8915.228993127932,11.074
15,6,YV,886,332,1206,175,3893.6439113504675,4.836
26,6,B6,792,332,-8,1305,4249.405851578451,5.278
22,7,FL,342,332,899,614,1489.3221786415754,1.85
11,5,WN,109,13796,1792,849,3967.0282495914184,4.927
21,2,FL,3,886,1670,1520,846.0814777372083,1.051
20,2,YV,332,342,1659,1492,1489.3221786415754,1.85
7,2,9E,332,342,156,316,1489.3221786415754,1.85
6,3,US,3,109,707,1774,7279.162725889051,9.042
22,7,OO,332,792,1183,1491,4249.405851578451,5.278
19,1,UA,109,886,1341,1775,6552.633501250248,8.139
27,6,AS,109,13796,247,448,3967.0282495914184,4.927
8,3,B6,792,332,649,1429,4249.405851578451,5.278
17,4,WN,342,13796,464,1471,947.0295464431748,1.176
16,6,FL,886,13796,583,1905,3313.4138607753753,4.116
6,3,YV,792,13796,119,1370,5724.425114422574,7.111
5,2,VX,332,886,1970,1927,3893.6439113504675,4.836
16,4,YV,886,342,1901,585,3029.839200755093,3.763
1,7,MQ,332,109,1096,33,2721.448309465295,3.38
18,3,FL,792,13796,1773,1928,5724.425114422574,7.111
4,5,B6,109,3,997,1402,7279.162725889051,9.042
25,6,YV,109,332,795,1641,2721.448309465295,3.38
27,6,MQ,332,342,1119,32,1489.3221786415754,1.85
12,7,EV,886,792,1698,380,8143.046916192439,10.115
7,7,UA,3,13796,1653,579,3766.5306391462927,4.678
26,2,HA,109,13796,143,1336,3967.0282495914184,4.927
20,5,FL,109,792,1225,1098,1757.5144378014597,2.183
9,7,B6,792,109,455,1585,1757.5144378014597,2.183
28,6,F9,332,792,443,922,4249.405851578451,5.278
11,7,MQ,13796,342,1508,1904,947.0295464431748,1.176
21,3,WN,13796,109,1436,1751,3967.0282495914184,4.927
26,7,EV,332,342,1550,1039,1489.3221786415754,1.85
15,4,US,342,792,-90,281,5375.959018836008,6.678
21,6,UA,342,886,159,1529,3029.839200755093,3.763
27,2,OO,13796,886,999,1222,3313.4138607753753,4.116
11,5,F9,3,792,1887,1307,8915.228993127932,11.074
2,1,YV,342,332,-34,408,1489.3221786415754,1.85
15,4,DL,3,13796,1652,728,3766.5306391462927,4.678
29,6,AS,342,13796,551,1022,947.0295464431748,1.176
12,3,EV,332,342,1423,577,1489.3221786415754,1.85
21,3,MQ,332,886,1658,273,3893.6439113504675,4.836
1,2,OO,342,332,219,443,1489.3221786415754,1.85
17,6,YV,109,13796,-62,-67,3967.0282495914184,4.927
